timestamp,symbol,open,high,low,close,volume
2026-08-14 09:15:00,BANKNIFTY,48250.0,48320.5,48240.0,48310.0,125000
2026-08-14 09:20:00,BANKNIFTY,48310.0,48380.0,48305.0,48365.0,142000
2026-08-14 09:25:00,BANKNIFTY,48365.0,48420.0,48350.0,48405.0,158000
2026-08-14 09:30:00,BANKNIFTY,48405.0,48460.0,48390.0,48450.0,175000
2026-08-14 09:35:00,BANKNIFTY,48450.0,48490.0,48430.0,48480.0,162000
2026-08-14 09:40:00,BANKNIFTY,48480.0,48530.0,48470.0,48520.0,185000
2026-08-14 09:45:00,BANKNIFTY,48520.0,48560.0,48505.0,48545.0,192000
2026-08-14 09:50:00,BANKNIFTY,48545.0,48590.0,48535.0,48580.0,205000
2026-08-14 09:55:00,BANKNIFTY,48580.0,48620.0,48565.0,48610.0,218000
2026-08-14 10:00:00,BANKNIFTY,48610.0,48650.0,48595.0,48635.0,230000
2026-08-14 10:05:00,BANKNIFTY,48635.0,48660.0,48615.0,48645.0,195000
2026-08-14 10:10:00,BANKNIFTY,48645.0,48670.0,48625.0,48655.0,182000
2026-08-14 10:15:00,BANKNIFTY,48655.0,48680.0,48635.0,48660.0,170000
2026-08-14 10:20:00,BANKNIFTY,48660.0,48675.0,48630.0,48640.0,155000
2026-08-14 10:25:00,BANKNIFTY,48640.0,48655.0,48610.0,48625.0,148000
2026-08-14 10:30:00,BANKNIFTY,48625.0,48640.0,48595.0,48610.0,140000
2026-08-14 10:35:00,BANKNIFTY,48610.0,48630.0,48585.0,48600.0,135000
2026-08-14 10:40:00,BANKNIFTY,48600.0,48620.0,48575.0,48590.0,128000
2026-08-14 10:45:00,BANKNIFTY,48590.0,48610.0,48565.0,48580.0,122000
2026-08-14 10:50:00,BANKNIFTY,48580.0,48600.0,48555.0,48570.0,118000
2026-08-14 10:55:00,BANKNIFTY,48570.0,48590.0,48545.0,48560.0,115000
2026-08-14 11:00:00,BANKNIFTY,48560.0,48580.0,48535.0,48550.0,110000
2026-08-14 11:05:00,BANKNIFTY,48550.0,48570.0,48525.0,48540.0,105000
2026-08-14 11:10:00,BANKNIFTY,48540.0,48560.0,48515.0,48530.0,102000
2026-08-14 11:15:00,BANKNIFTY,48530.0,48550.0,48505.0,48520.0,98000
2026-08-14 11:20:00,BANKNIFTY,48520.0,48540.0,48495.0,48510.0,95000
2026-08-14 11:25:00,BANKNIFTY,48510.0,48530.0,48485.0,48500.0,92000
2026-08-14 11:30:00,BANKNIFTY,48500.0,48520.0,48475.0,48490.0,90000
2026-08-14 11:35:00,BANKNIFTY,48490.0,48510.0,48465.0,48480.0,88000
2026-08-14 11:40:00,BANKNIFTY,48480.0,48500.0,48455.0,48470.0,85000
2026-08-14 11:45:00,BANKNIFTY,48470.0,48490.0,48445.0,48460.0,82000
2026-08-14 11:50:00,BANKNIFTY,48460.0,48480.0,48435.0,48450.0,80000
2026-08-14 11:55:00,BANKNIFTY,48450.0,48470.0,48425.0,48440.0,78000
2026-08-14 12:00:00,BANKNIFTY,48440.0,48460.0,48415.0,48430.0,75000
2026-08-14 12:05:00,BANKNIFTY,48430.0,48450.0,48405.0,48420.0,72000
2026-08-14 12:10:00,BANKNIFTY,48420.0,48440.0,48395.0,48410.0,70000
2026-08-14 12:15:00,BANKNIFTY,48410.0,48430.0,48385.0,48400.0,68000
2026-08-14 12:20:00,BANKNIFTY,48400.0,48420.0,48375.0,48390.0,65000
2026-08-14 12:25:00,BANKNIFTY,48390.0,48410.0,48365.0,48380.0,63000
2026-08-14 12:30:00,BANKNIFTY,48380.0,48400.0,48355.0,48370.0,60000
2026-08-14 12:35:00,BANKNIFTY,48370.0,48390.0,48345.0,48360.0,58000
2026-08-14 12:40:00,BANKNIFTY,48360.0,48380.0,48335.0,48350.0,56000
2026-08-14 12:45:00,BANKNIFTY,48350.0,48370.0,48325.0,48340.0,55000
2026-08-14 12:50:00,BANKNIFTY,48340.0,48360.0,48315.0,48330.0,53000
2026-08-14 12:55:00,BANKNIFTY,48330.0,48350.0,48305.0,48320.0,52000
2026-08-14 13:00:00,BANKNIFTY,48320.0,48340.0,48295.0,48310.0,50000
2026-08-14 13:05:00,BANKNIFTY,48310.0,48330.0,48285.0,48300.0,49000
2026-08-14 13:10:00,BANKNIFTY,48300.0,48320.0,48275.0,48290.0,48000
2026-08-14 13:15:00,BANKNIFTY,48290.0,48310.0,48265.0,48280.0,47000
2026-08-14 13:20:00,BANKNIFTY,48280.0,48300.0,48255.0,48270.0,46000
2026-08-14 13:25:00,BANKNIFTY,48270.0,48290.0,48245.0,48260.0,45000
2026-08-14 13:30:00,BANKNIFTY,48260.0,48280.0,48235.0,48250.0,44000
2026-08-14 13:35:00,BANKNIFTY,48250.0,48270.0,48225.0,48240.0,45000
2026-08-14 13:40:00,BANKNIFTY,48240.0,48260.0,48215.0,48230.0,46000
2026-08-14 13:45:00,BANKNIFTY,48230.0,48250.0,48205.0,48220.0,48000
2026-08-14 13:50:00,BANKNIFTY,48220.0,48240.0,48195.0,48210.0,50000
2026-08-14 13:55:00,BANKNIFTY,48210.0,48230.0,48185.0,48200.0,52000
2026-08-14 14:00:00,BANKNIFTY,48200.0,48220.0,48175.0,48190.0,55000
2026-08-14 14:05:00,BANKNIFTY,48190.0,48210.0,48165.0,48180.0,58000
2026-08-14 14:10:00,BANKNIFTY,48180.0,48200.0,48155.0,48170.0,62000
2026-08-14 14:15:00,BANKNIFTY,48170.0,48190.0,48145.0,48160.0,65000
2026-08-14 14:20:00,BANKNIFTY,48160.0,48180.0,48135.0,48150.0,70000
2026-08-14 14:25:00,BANKNIFTY,48150.0,48170.0,48125.0,48140.0,75000
2026-08-14 14:30:00,BANKNIFTY,48140.0,48160.0,48115.0,48130.0,80000
